Column,Column2,year,id,artist and album name,label,release format,genre,subgenre,want,have
306222,116562,2024,31293920,Depeche Mode - Ultra Party In LA  1997-05-16,Not on Label,Vinyl,"Electronic, Pop",Synth-pop,10,12
306223,116562,2024,31293920,Depeche Mode - Ultra Party In LA  1997-05-16,Not on Label,LP,"Electronic, Pop",Synth-pop,10,12
306224,116562,2024,31293920,Depeche Mode - Ultra Party In LA  1997-05-16,Not on Label,Promo,"Electronic, Pop",Synth-pop,10,12
306225,116562,2024,31293920,Depeche Mode - Ultra Party In LA  1997-05-16,Not on Label,Unofficial Release,"Electronic, Pop",Synth-pop,10,12
306226,116562,2024,31293920,Depeche Mode - Ultra Party In LA  1997-05-16,Not on Label,Stereo,"Electronic, Pop",Synth-pop,10,12
306266,116575,2024,32591850,That Kid - Crush,Not on Label,Vinyl,"Electronic, Pop",Synth-pop,82,106
306267,116575,2024,32591850,That Kid - Crush,Not on Label,LP,"Electronic, Pop",Synth-pop,82,106
306268,116575,2024,32591850,That Kid - Crush,Not on Label,Limited Edition,"Electronic, Pop",Synth-pop,82,106
306269,116575,2024,32591850,That Kid - Crush,Not on Label,Mixtape,"Electronic, Pop",Synth-pop,82,106
306270,116575,2024,32591850,That Kid - Crush,Not on Label,Special Edition,"Electronic, Pop",Synth-pop,82,106
306457,116665,2024,30359777,Artemas - Pretty,Not on Label,Cassette,"Electronic, Rock, Pop","Alternative Rock, Indie Rock, Synth-pop, Alt-Pop",19,28
306458,116665,2024,30359777,Artemas - Pretty,Not on Label,Album,"Electronic, Rock, Pop","Alternative Rock, Indie Rock, Synth-pop, Alt-Pop",19,28
306459,116665,2024,30359777,Artemas - Pretty,Not on Label,Mixtape,"Electronic, Rock, Pop","Alternative Rock, Indie Rock, Synth-pop, Alt-Pop",19,28
306470,116674,2024,31217749,Dan Mason (8) - Florescence,Not on Label,Cassette,"Electronic, Pop","Chillwave, Synth-pop, Ambient, Emo",4,9
306471,116674,2024,31217749,Dan Mason (8) - Florescence,Not on Label,Album,"Electronic, Pop","Chillwave, Synth-pop, Ambient, Emo",4,9
306472,116674,2024,31217749,Dan Mason (8) - Florescence,Not on Label,Limited Edition,"Electronic, Pop","Chillwave, Synth-pop, Ambient, Emo",4,9
306521,116700,2024,30359777,Artemas - Pretty,Not on Label,Cassette,"Electronic, Rock, Pop","Alternative Rock, Indie Rock, Synth-pop, Alt-Pop",19,28
306522,116700,2024,30359777,Artemas - Pretty,Not on Label,Album,"Electronic, Rock, Pop","Alternative Rock, Indie Rock, Synth-pop, Alt-Pop",19,28
306523,116700,2024,30359777,Artemas - Pretty,Not on Label,Mixtape,"Electronic, Rock, Pop","Alternative Rock, Indie Rock, Synth-pop, Alt-Pop",19,28
306571,116733,2024,31901302,EKKSTACY - EKKSTACY,Not on Label,Vinyl,"Electronic, Rock, Pop","Pop Punk, Synth-pop",20,41
306572,116733,2024,31901302,EKKSTACY - EKKSTACY,Not on Label,LP,"Electronic, Rock, Pop","Pop Punk, Synth-pop",20,41
306684,116775,2024,32403900,Erik Šulc - Radiohood,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Indie Pop",1,6
306685,116775,2024,32403900,Erik Šulc - Radiohood,Not on Label,LP,"Electronic, Pop","Synth-pop, Indie Pop",1,6
306686,116775,2024,32403900,Erik Šulc - Radiohood,Not on Label,Album,"Electronic, Pop","Synth-pop, Indie Pop",1,6
306713,116793,2024,32403900,Erik Šulc - Radiohood,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Indie Pop",1,6
306714,116793,2024,32403900,Erik Šulc - Radiohood,Not on Label,LP,"Electronic, Pop","Synth-pop, Indie Pop",1,6
306715,116793,2024,32403900,Erik Šulc - Radiohood,Not on Label,Album,"Electronic, Pop","Synth-pop, Indie Pop",1,6
306750,116800,2024,33681393,noah ajc - DOWN TO THE WIRE,Not on Label,CD,"Electronic, Pop","Indie Pop, Dance-pop, Synth-pop",0,1
306751,116800,2024,33681393,noah ajc - DOWN TO THE WIRE,Not on Label,EP,"Electronic, Pop","Indie Pop, Dance-pop, Synth-pop",0,1
306752,116800,2024,33681393,noah ajc - DOWN TO THE WIRE,Not on Label,Numbered,"Electronic, Pop","Indie Pop, Dance-pop, Synth-pop",0,1
306777,116815,2024,32478762,Nakamura* - Out Line,Not on Label,CD,"Electronic, Pop","Chiptune, City Pop, Synth-pop",0,1
306778,116815,2024,32478762,Nakamura* - Out Line,Not on Label,Mini-Album,"Electronic, Pop","Chiptune, City Pop, Synth-pop",0,1
306791,116820,2024,32228808,Bert And Friends - České Mo​ř​e,Not on Label,Vinyl,"Electronic, Pop","Dream Pop, Synth-pop",6,23
306792,116820,2024,32228808,Bert And Friends - České Mo​ř​e,Not on Label,LP,"Electronic, Pop","Dream Pop, Synth-pop",6,23
306793,116820,2024,32228808,Bert And Friends - České Mo​ř​e,Not on Label,Album,"Electronic, Pop","Dream Pop, Synth-pop",6,23
306928,116915,2024,31909588,The Midnight (2) - Nocturnal,Not on Label,Vinyl,"Electronic, Pop","Synthwave, Synth-pop",58,326
306929,116915,2024,31909588,The Midnight (2) - Nocturnal,Not on Label,LP,"Electronic, Pop","Synthwave, Synth-pop",58,326
306930,116915,2024,31909588,The Midnight (2) - Nocturnal,Not on Label,Album,"Electronic, Pop","Synthwave, Synth-pop",58,326
306931,116915,2024,31909588,The Midnight (2) - Nocturnal,Not on Label,Repress,"Electronic, Pop","Synthwave, Synth-pop",58,326
306969,116937,2024,33554622,Coolkoude - Inférieur Trois,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Chillwave",1,3
306970,116937,2024,33554622,Coolkoude - Inférieur Trois,Not on Label,LP,"Electronic, Pop","Synth-pop, Chillwave",1,3
306971,116937,2024,33554622,Coolkoude - Inférieur Trois,Not on Label,Album,"Electronic, Pop","Synth-pop, Chillwave",1,3
306984,116944,2024,30935874,Micro Audio Waves - Glimmer,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Experimental",5,14
306985,116944,2024,30935874,Micro Audio Waves - Glimmer,Not on Label,LP,"Electronic, Pop","Synth-pop, Experimental",5,14
306986,116944,2024,30935874,Micro Audio Waves - Glimmer,Not on Label,Album,"Electronic, Pop","Synth-pop, Experimental",5,14
307060,116973,2024,32694303,Fred Deakin - Club Life,Not on Label,Cassette,"Electronic, Rock, Funk / Soul, Pop, Stage & Screen","Disco, Post-Punk, House, Synth-pop, Pop Rock, Vocal, Soundtrack",4,1
307061,116973,2024,32694303,Fred Deakin - Club Life,Not on Label,Compilation,"Electronic, Rock, Funk / Soul, Pop, Stage & Screen","Disco, Post-Punk, House, Synth-pop, Pop Rock, Vocal, Soundtrack",4,1
307062,116973,2024,32694303,Fred Deakin - Club Life,Not on Label,Promo,"Electronic, Rock, Funk / Soul, Pop, Stage & Screen","Disco, Post-Punk, House, Synth-pop, Pop Rock, Vocal, Soundtrack",4,1
307110,116997,2024,32106549,Fawn (17) - Flamboyant NonViolent,Not on Label,Vinyl,"Electronic, Rock, Pop","Dream Pop, Synth-pop",8,19
307111,116997,2024,32106549,Fawn (17) - Flamboyant NonViolent,Not on Label,LP,"Electronic, Rock, Pop","Dream Pop, Synth-pop",8,19
307112,116997,2024,32106549,Fawn (17) - Flamboyant NonViolent,Not on Label,Album,"Electronic, Rock, Pop","Dream Pop, Synth-pop",8,19
307113,116997,2024,32106549,Fawn (17) - Flamboyant NonViolent,Not on Label,Limited Edition,"Electronic, Rock, Pop","Dream Pop, Synth-pop",8,19
307224,117047,2024,32694303,Fred Deakin - Club Life,Not on Label,Cassette,"Electronic, Rock, Funk / Soul, Pop, Stage & Screen","Disco, Post-Punk, House, Synth-pop, Pop Rock, Vocal, Soundtrack",4,1
307225,117047,2024,32694303,Fred Deakin - Club Life,Not on Label,Compilation,"Electronic, Rock, Funk / Soul, Pop, Stage & Screen","Disco, Post-Punk, House, Synth-pop, Pop Rock, Vocal, Soundtrack",4,1
307226,117047,2024,32694303,Fred Deakin - Club Life,Not on Label,Promo,"Electronic, Rock, Funk / Soul, Pop, Stage & Screen","Disco, Post-Punk, House, Synth-pop, Pop Rock, Vocal, Soundtrack",4,1
307299,117073,2024,32860119,Various - Pride Music,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Europop",4,1
307300,117073,2024,32860119,Various - Pride Music,Not on Label,LP,"Electronic, Pop","Synth-pop, Europop",4,1
307301,117073,2024,32860119,Various - Pride Music,Not on Label,Compilation,"Electronic, Pop","Synth-pop, Europop",4,1
307302,117073,2024,32860119,Various - Pride Music,Not on Label,Promo,"Electronic, Pop","Synth-pop, Europop",4,1
307327,117089,2024,32187108,Taylor Swift - 1989,Not on Label,Vinyl,Pop,"Synth-pop, Ballad",28,100
307328,117089,2024,32187108,Taylor Swift - 1989,Not on Label,LP,Pop,"Synth-pop, Ballad",28,100
307329,117089,2024,32187108,Taylor Swift - 1989,Not on Label,Album,Pop,"Synth-pop, Ballad",28,100
307330,117089,2024,32187108,Taylor Swift - 1989,Not on Label,Unofficial Release,Pop,"Synth-pop, Ballad",28,100
307331,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307332,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,LP,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307333,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Album,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307334,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Compilation,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307335,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,CD,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307336,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Album,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307337,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Compilation,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307338,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,File,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307339,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,FLAC,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307340,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,MP3,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307341,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Album,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307342,117090,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Compilation,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307424,117122,2024,34888859,Sapere Aude (4) - Prime Cuts: A Meaty Week´s Melodies,Not on Label,Vinyl,"Electronic, Rock, Pop","Synth-pop, Acoustic",0,1
307425,117122,2024,34888859,Sapere Aude (4) - Prime Cuts: A Meaty Week´s Melodies,Not on Label,LP,"Electronic, Rock, Pop","Synth-pop, Acoustic",0,1
307426,117122,2024,34888859,Sapere Aude (4) - Prime Cuts: A Meaty Week´s Melodies,Not on Label,Test Pressing,"Electronic, Rock, Pop","Synth-pop, Acoustic",0,1
307461,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307462,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,LP,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307463,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Album,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307464,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Compilation,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307465,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,CD,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307466,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Album,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307467,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Compilation,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307468,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,File,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307469,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,FLAC,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307470,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,MP3,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307471,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Album,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307472,117144,2024,34296289,Cyber Monday - Retro Spective 2: Feels This Good,Not on Label,Compilation,"Electronic, Pop","Synth-pop, Synthwave, Dance-pop",0,1
307473,117145,2024,30437087,Ruth Radelet - The Other Side EP,Not on Label,Vinyl,"Electronic, Pop","Indie Pop, Synth-pop",61,94
307474,117145,2024,30437087,Ruth Radelet - The Other Side EP,Not on Label,"12""","Electronic, Pop","Indie Pop, Synth-pop",61,94
307475,117145,2024,30437087,Ruth Radelet - The Other Side EP,Not on Label,33 ⅓ RPM,"Electronic, Pop","Indie Pop, Synth-pop",61,94
307476,117145,2024,30437087,Ruth Radelet - The Other Side EP,Not on Label,EP,"Electronic, Pop","Indie Pop, Synth-pop",61,94
307477,117145,2024,30437087,Ruth Radelet - The Other Side EP,Not on Label,Limited Edition,"Electronic, Pop","Indie Pop, Synth-pop",61,94
307478,117145,2024,30437087,Ruth Radelet - The Other Side EP,Not on Label,Stereo,"Electronic, Pop","Indie Pop, Synth-pop",61,94
307490,117148,2024,32531172,Raybob Industries Inc. - Christmas,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Holiday",0,0
307491,117148,2024,32531172,Raybob Industries Inc. - Christmas,Not on Label,"12""","Electronic, Pop","Synth-pop, Holiday",0,0
307492,117148,2024,32531172,Raybob Industries Inc. - Christmas,Not on Label,33 ⅓ RPM,"Electronic, Pop","Synth-pop, Holiday",0,0
307493,117148,2024,32531172,Raybob Industries Inc. - Christmas,Not on Label,Album,"Electronic, Pop","Synth-pop, Holiday",0,0
307494,117148,2024,32531172,Raybob Industries Inc. - Christmas,Not on Label,Stereo,"Electronic, Pop","Synth-pop, Holiday",0,0
307568,117167,2024,33381356,Haevn - Wide Awake,Not on Label,Vinyl,"Electronic, Pop","Ambient, Synth-pop",4,35
307569,117167,2024,33381356,Haevn - Wide Awake,Not on Label,LP,"Electronic, Pop","Ambient, Synth-pop",4,35
307570,117167,2024,33381356,Haevn - Wide Awake,Not on Label,Album,"Electronic, Pop","Ambient, Synth-pop",4,35
307571,117167,2024,33381356,Haevn - Wide Awake,Not on Label,Limited Edition,"Electronic, Pop","Ambient, Synth-pop",4,35
307572,117167,2024,33381356,Haevn - Wide Awake,Not on Label,Numbered,"Electronic, Pop","Ambient, Synth-pop",4,35
307611,117190,2024,32187108,Taylor Swift - 1989,Not on Label,Vinyl,Pop,"Synth-pop, Ballad",28,100
307612,117190,2024,32187108,Taylor Swift - 1989,Not on Label,LP,Pop,"Synth-pop, Ballad",28,100
307613,117190,2024,32187108,Taylor Swift - 1989,Not on Label,Album,Pop,"Synth-pop, Ballad",28,100
307614,117190,2024,32187108,Taylor Swift - 1989,Not on Label,Unofficial Release,Pop,"Synth-pop, Ballad",28,100
307631,117201,2024,32365530,The Midnight (2) - Endless Summer,Not on Label,Vinyl,"Electronic, Pop","Synthwave, Synth-pop",141,470
307632,117201,2024,32365530,The Midnight (2) - Endless Summer,Not on Label,LP,"Electronic, Pop","Synthwave, Synth-pop",141,470
307633,117201,2024,32365530,The Midnight (2) - Endless Summer,Not on Label,Album,"Electronic, Pop","Synthwave, Synth-pop",141,470
307634,117201,2024,32365530,The Midnight (2) - Endless Summer,Not on Label,Reissue,"Electronic, Pop","Synthwave, Synth-pop",141,470
307635,117201,2024,32365530,The Midnight (2) - Endless Summer,Not on Label,Repress,"Electronic, Pop","Synthwave, Synth-pop",141,470
307752,117247,2024,32013581,Ruth Radelet - The Other Side EP,Not on Label,Vinyl,"Electronic, Pop","Indie Pop, Synth-pop",19,32
307753,117247,2024,32013581,Ruth Radelet - The Other Side EP,Not on Label,"12""","Electronic, Pop","Indie Pop, Synth-pop",19,32
307754,117247,2024,32013581,Ruth Radelet - The Other Side EP,Not on Label,33 ⅓ RPM,"Electronic, Pop","Indie Pop, Synth-pop",19,32
307755,117247,2024,32013581,Ruth Radelet - The Other Side EP,Not on Label,EP,"Electronic, Pop","Indie Pop, Synth-pop",19,32
307756,117247,2024,32013581,Ruth Radelet - The Other Side EP,Not on Label,Limited Edition,"Electronic, Pop","Indie Pop, Synth-pop",19,32
307757,117247,2024,32013581,Ruth Radelet - The Other Side EP,Not on Label,Repress,"Electronic, Pop","Indie Pop, Synth-pop",19,32
307758,117247,2024,32013581,Ruth Radelet - The Other Side EP,Not on Label,Stereo,"Electronic, Pop","Indie Pop, Synth-pop",19,32
307825,117278,2024,30965665,Cristobal Briceño - Aurora,Not on Label,CD,"Electronic, Rock, Pop","Synth-pop, Indie Pop, New Wave, Pop Rock",1,17
307826,117278,2024,30965665,Cristobal Briceño - Aurora,Not on Label,Album,"Electronic, Rock, Pop","Synth-pop, Indie Pop, New Wave, Pop Rock",1,17
307978,117335,2024,30965665,Cristobal Briceño - Aurora,Not on Label,CD,"Electronic, Rock, Pop","Synth-pop, Indie Pop, New Wave, Pop Rock",1,17
307979,117335,2024,30965665,Cristobal Briceño - Aurora,Not on Label,Album,"Electronic, Rock, Pop","Synth-pop, Indie Pop, New Wave, Pop Rock",1,17
308155,117405,2024,31813154,Various - Historias De OBK. Álbum Tributo,Not on Label,CD,"Electronic, Pop","Techno, Electro, Synth-pop",2,1
308156,117405,2024,31813154,Various - Historias De OBK. Álbum Tributo,Not on Label,Album,"Electronic, Pop","Techno, Electro, Synth-pop",2,1
308157,117405,2024,31813154,Various - Historias De OBK. Álbum Tributo,Not on Label,Compilation,"Electronic, Pop","Techno, Electro, Synth-pop",2,1
308158,117405,2024,31813154,Various - Historias De OBK. Álbum Tributo,Not on Label,Limited Edition,"Electronic, Pop","Techno, Electro, Synth-pop",2,1
308162,117409,2024,35100899,Jim E. Brown - The Very Best Of Jim E. Brown,Not on Label,CD,"Rock, Pop","Indie Rock, Synth-pop, Parody",3,4
308163,117409,2024,35100899,Jim E. Brown - The Very Best Of Jim E. Brown,Not on Label,Compilation,"Rock, Pop","Indie Rock, Synth-pop, Parody",3,4
308164,117410,2024,30315176,Murrumur - Sewing Up Their Skin,Not on Label,CD,"Electronic, Pop","Drum n Bass, Synth-pop",1,5
308165,117410,2024,30315176,Murrumur - Sewing Up Their Skin,Not on Label,Album,"Electronic, Pop","Drum n Bass, Synth-pop",1,5
308261,117460,2024,30315176,Murrumur - Sewing Up Their Skin,Not on Label,CD,"Electronic, Pop","Drum n Bass, Synth-pop",1,5
308262,117460,2024,30315176,Murrumur - Sewing Up Their Skin,Not on Label,Album,"Electronic, Pop","Drum n Bass, Synth-pop",1,5
308443,117506,2024,29468965,Gus Bonito* vs. Kane West - Gus Bonito vs. Kane West,Not on Label,CD,"Electronic, Hip Hop, Pop","House, Synth-pop, Chiptune, Dance-pop",31,9
308444,117506,2024,29468965,Gus Bonito* vs. Kane West - Gus Bonito vs. Kane West,Not on Label,Mini-Album,"Electronic, Hip Hop, Pop","House, Synth-pop, Chiptune, Dance-pop",31,9
308445,117506,2024,29468965,Gus Bonito* vs. Kane West - Gus Bonito vs. Kane West,Not on Label,Limited Edition,"Electronic, Hip Hop, Pop","House, Synth-pop, Chiptune, Dance-pop",31,9
308469,117513,2024,31427522,Black Dahlia (7) - Pulcinella Pegasi,Not on Label,CD,"Electronic, Pop, Classical, Folk, World, & Country","Synth-pop, New Wave, Hypnagogic pop, Indie Pop, Baroque",0,0
308470,117513,2024,31427522,Black Dahlia (7) - Pulcinella Pegasi,Not on Label,Single,"Electronic, Pop, Classical, Folk, World, & Country","Synth-pop, New Wave, Hypnagogic pop, Indie Pop, Baroque",0,0
308475,117528,2024,32338791,Head Noise (2) - I Was A Teenage Video Nasty,Not on Label,Vinyl,"Electronic, Rock, Pop","New Wave, Synth-pop",0,3
308476,117528,2024,32338791,Head Noise (2) - I Was A Teenage Video Nasty,Not on Label,"7""","Electronic, Rock, Pop","New Wave, Synth-pop",0,3
308718,117634,2024,32326929,Sheenah Ko - Transformation,Not on Label,Vinyl,"Electronic, Pop","Trip Hop, Synth-pop, Dance-pop",0,3
308719,117634,2024,32326929,Sheenah Ko - Transformation,Not on Label,LP,"Electronic, Pop","Trip Hop, Synth-pop, Dance-pop",0,3
308747,117654,2024,35517421,Sunder (7) - Heaven Can Decide,Not on Label,Vinyl,"Electronic, Rock, Pop","Dream Pop, Shoegaze, Indie Pop, Synth-pop",2,0
308748,117654,2024,35517421,Sunder (7) - Heaven Can Decide,Not on Label,"12""","Electronic, Rock, Pop","Dream Pop, Shoegaze, Indie Pop, Synth-pop",2,0
308749,117654,2024,35517421,Sunder (7) - Heaven Can Decide,Not on Label,EP,"Electronic, Rock, Pop","Dream Pop, Shoegaze, Indie Pop, Synth-pop",2,0
309075,117836,2024,31644949,Modular (16) - Trümmer,Not on Label,Vinyl,"Electronic, Pop","New Wave, Synth-pop",3,23
309076,117836,2024,31644949,Modular (16) - Trümmer,Not on Label,"12""","Electronic, Pop","New Wave, Synth-pop",3,23
309077,117836,2024,31644949,Modular (16) - Trümmer,Not on Label,45 RPM,"Electronic, Pop","New Wave, Synth-pop",3,23
309078,117836,2024,31644949,Modular (16) - Trümmer,Not on Label,EP,"Electronic, Pop","New Wave, Synth-pop",3,23
309079,117836,2024,31644949,Modular (16) - Trümmer,Not on Label,Stereo,"Electronic, Pop","New Wave, Synth-pop",3,23
309080,117838,2024,31644949,Modular (16) - Trümmer,Not on Label,Vinyl,"Electronic, Pop","New Wave, Synth-pop",3,23
309081,117838,2024,31644949,Modular (16) - Trümmer,Not on Label,"12""","Electronic, Pop","New Wave, Synth-pop",3,23
309082,117838,2024,31644949,Modular (16) - Trümmer,Not on Label,45 RPM,"Electronic, Pop","New Wave, Synth-pop",3,23
309083,117838,2024,31644949,Modular (16) - Trümmer,Not on Label,EP,"Electronic, Pop","New Wave, Synth-pop",3,23
309084,117838,2024,31644949,Modular (16) - Trümmer,Not on Label,Stereo,"Electronic, Pop","New Wave, Synth-pop",3,23
309184,117897,2024,32723754,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Vinyl,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",17,34
309185,117897,2024,32723754,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,LP,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",17,34
309186,117897,2024,32723754,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Album,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",17,34
309187,117897,2024,32723754,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Limited Edition,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",17,34
309317,117948,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Vinyl,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309318,117948,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,LP,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309319,117948,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Album,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309320,117948,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Limited Edition,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309344,117962,2024,31767449,Slayyyter - Slayyyter,Not on Label,Vinyl,"Electronic, Pop","Bubblegum, Synth-pop, Hyperpop",361,1388
309345,117962,2024,31767449,Slayyyter - Slayyyter,Not on Label,LP,"Electronic, Pop","Bubblegum, Synth-pop, Hyperpop",361,1388
309346,117962,2024,31767449,Slayyyter - Slayyyter,Not on Label,Deluxe Edition,"Electronic, Pop","Bubblegum, Synth-pop, Hyperpop",361,1388
309347,117962,2024,31767449,Slayyyter - Slayyyter,Not on Label,Limited Edition,"Electronic, Pop","Bubblegum, Synth-pop, Hyperpop",361,1388
309348,117962,2024,31767449,Slayyyter - Slayyyter,Not on Label,Mixtape,"Electronic, Pop","Bubblegum, Synth-pop, Hyperpop",361,1388
309349,117962,2024,31767449,Slayyyter - Slayyyter,Not on Label,Reissue,"Electronic, Pop","Bubblegum, Synth-pop, Hyperpop",361,1388
309384,117972,2024,32193306,a-ha - Foot Of The Mountain,Not on Label,Vinyl,"Electronic, Pop","New Wave, Synth-pop",15,3
309385,117972,2024,32193306,a-ha - Foot Of The Mountain,Not on Label,LP,"Electronic, Pop","New Wave, Synth-pop",15,3
309386,117972,2024,32193306,a-ha - Foot Of The Mountain,Not on Label,Album,"Electronic, Pop","New Wave, Synth-pop",15,3
309387,117972,2024,32193306,a-ha - Foot Of The Mountain,Not on Label,Promo,"Electronic, Pop","New Wave, Synth-pop",15,3
309388,117972,2024,32193306,a-ha - Foot Of The Mountain,Not on Label,Special Edition,"Electronic, Pop","New Wave, Synth-pop",15,3
309389,117972,2024,32193306,a-ha - Foot Of The Mountain,Not on Label,Unofficial Release,"Electronic, Pop","New Wave, Synth-pop",15,3
309524,118021,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Vinyl,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309525,118021,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,LP,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309526,118021,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Album,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309527,118021,2024,32596917,Tom Cardy - The Dancefloor At The End Of The Universe,Not on Label,Limited Edition,"Electronic, Funk / Soul, Pop","Dance-pop, Synth-pop, Comedy, Funk",29,147
309629,118051,2024,32000321,Laturb - Nie Wieder Frieden,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, New Wave, Dubstep",6,11
309630,118051,2024,32000321,Laturb - Nie Wieder Frieden,Not on Label,LP,"Electronic, Pop","Synth-pop, New Wave, Dubstep",6,11
309631,118051,2024,32000321,Laturb - Nie Wieder Frieden,Not on Label,Album,"Electronic, Pop","Synth-pop, New Wave, Dubstep",6,11
309686,118065,2024,35344780,Mexeny* - Siaubo Pasakos,Not on Label,Vinyl,"Electronic, Jazz, Rock, Pop, Folk, World, & Country","Indie Rock, Synth-pop, Folk",2,1
309687,118065,2024,35344780,Mexeny* - Siaubo Pasakos,Not on Label,LP,"Electronic, Jazz, Rock, Pop, Folk, World, & Country","Indie Rock, Synth-pop, Folk",2,1
